borough,zipcode,address,landuse,ownertype,lotarea,bldgarea,latitude,longitude
SI,10304,735 BAY STREET,7,C,59568,0,40.6236736,-74.0733182
BK,11204,54 STREET,7,X,30973,0,40.6259358,-73.9853741
SI,10303, VAN NAME AVENUE,7,C,13924,0,40.6341171,-74.1541678
SI,10312, ,7,X,98661,0,40.5435862,-74.1672104
QN,11106,36 AVENUE,7,X,18312,0,40.7625270,-73.9431848
SI,10303, MC KINLEY AVENUE,7,C,22794,0,40.6294803,-74.1828486
QN,11101,43-82 VERNON BOULEVARD,7,X,458627,0,40.7523344,-73.9522311
BX,10456, PARK AVENUE,7,X,35040,0,40.8310709,-73.9086637
BK,11215,65 6 STREET,7,X,35816,0,40.6754058,-73.9942859
SI,10306, AMBOY ROAD,7,X,5949,0,40.5675459,-74.1236684
BK,11223, AVENUE U,7,X,19970,0,40.5956960,-73.9826261
QN,11434,131-30 MERRICK BOULEVARD,7,X,1979,0,40.6790029,-73.7608807
BK,11238,1096 PACIFIC STREET,7,X,15618,0,40.6782028,-73.9563870
BK,11234,EAST 45 STREET,7,X,29947,0,40.6345934,-73.9328921
QN,11436,135 AVENUE,7,X,11214,0,40.6675397,-73.7944960
QN,11377,49 STREET,7,X,38301,0,40.7633006,-73.9049482
SI,10308,28 GIFFORDS LANE,7,X,89893,0,40.5508561,-74.1522593
SI,10305, HILLCREST TERRACE,7,X,4400,0,40.6048051,-74.0825780
SI,10310,1149 RICHMOND TERRACE,7,X,75724,0,40.6450840,-74.1098919
BX,10451,EAST 161 STREET,7,O,39820,0,40.8241994,-73.9175435
QN,11362, DOUGLASTON PARKWAY,7,X,23337,0,40.7486907,-73.7373121
BK,11204,57 STREET,7,X,28649,0,40.6255712,-73.9892972
SI,10306, AMBOY ROAD,7,X,80227,0,40.5592513,-74.1333520
MN,10021,525 EAST 75 STREET,7,X,46782,0,40.7684426,-73.9504867
QN,11379, CALDWELL AVENUE,7,X,134056,0,40.7256135,-73.8850795
QN,11356,127 STREET,7,X,12494,0,40.7788570,-73.8418286
BK,11238, CARLTON AVENUE,7,X,153768,0,40.6816764,-73.9693103
QN,11691, MOTT AVENUE,7,X,846704,0,40.6094621,-73.7615332
QN,11357,154-18 CROSS ISLAND PARKWAY,7,X,43808,0,40.7856314,-73.8077490
BK,11211,442 RODNEY STREET,7,X,14508,0,40.7128131,-73.9532153
SI,10304, THOMPSON STREET,7,X,358,0,40.6262252,-74.0749241
SI,10314,40 FELDMEYERS LANE,7,X,26301,0,40.5879812,-74.1948431
SI,10302, JOHN STREET,7,C,1027,0,40.6366653,-74.1427629
BX,10454, SOUTHERN BOULEVARD,7,X,5547,0,40.8070568,-73.9078695
MN,10018,WEST 39 STREET,7,X,78498,0,40.7577075,-73.9958598
BX,10455,495 BROOK AVENUE,7,X,6716,0,40.8139411,-73.9158619
BK,11232,8 AVENUE,7,X,91866,0,40.6470276,-73.9957586
SI,10314, TRAVIS AVENUE,7,C,175677,0,40.6000129,-74.1908559
QN,11416, ATLANTIC AVENUE,7,X,1618,0,40.6888456,-73.8460085
BX,10458,2373 TIEBOUT AVENUE,7,X,23861,0,40.8587577,-73.8967358
BK,11206, BOERUM STREET,7,C,4895,0,40.7060352,-73.9392510
BK,11215,342 14 STREET,2,X,2500,6856,40.6644040,-73.9856936
QN,11434,147-12 147 AVENUE,7,X,71342,0,40.6599916,-73.7684890
SI,10312,3844 RICHMOND AVENUE,7,X,139928,0,40.5429758,-74.1679357
BX,10454,EAST 134 STREET,7,X,34888,0,40.8014056,-73.9116662
QN,11691, ROCKAWAY BEACH BLVD,7,X,20185,0,40.5925229,-73.7831976
SI,10305, HYLAN BOULEVARD,7,X,3031,0,40.5930461,-74.0901933
QN,11379,62 DRIVE,7,X,9366,0,40.7164425,-73.8870794
BK,11208, LINCOLN AVENUE,7,C,47125,0,40.6712860,-73.8646576
QN,11105,19 STREET,7,X,80230,0,40.7811364,-73.9201136
QN,11101,39 STREET,7,X,644695,0,40.7503781,-73.9230270
QN,11357, FRANCIS LEWIS BLVD,7,X,7182,0,40.7765182,-73.7993085
BX,10470, BALDWIN STREET,7,X,9695,0,40.9082087,-73.8535244
QN,11103,43 STREET,7,X,17664,0,40.7679470,-73.9078261
SI,10312, SPOONER STREET,7,X,3182,0,40.5335701,-74.1919684
BX,10455,EAST 147 STREET,7,X,9903,0,40.8141778,-73.9166961
SI,10305, HUSSON STREET,7,X,4541,0,40.5847089,-74.1015804
SI,10303, WINANT STREET,7,C,1901,0,40.6345569,-74.1474638
BK,11220,195 65 STREET,7,X,112146,0,40.6315135,-74.0115396
SI,10314,3813 VICTORY BOULEVARD,7,X,7380,0,40.5969326,-74.1827991
BK,11203, KINGS HIGHWAY,7,X,11866,0,40.6370016,-73.9255466
MN,10016,221 EAST 37 STREET,7,X,19211,0,40.7474396,-73.9754262
SI,10304, WILLOW AVENUE,7,X,2183,0,40.6194450,-74.0715089
BK,11219, NEW UTRECHT AVENUE,7,X,2554,0,40.6265817,-73.9970676
SI,10312, POSEN STREET,7,X,31368,0,40.5410383,-74.1750690
MN,10032, RIVERSIDE DRIVE,7,X,6819,0,40.8502803,-73.9466015
QN,11413,224 STREET,7,X,9178,0,40.6689092,-73.7525790
SI,10308, ARTHUR KILL ROAD,7,X,12437,0,40.5486816,-74.1567306
SI,10301, RICHMOND TERRACE,7,C,168345,0,40.6487309,-74.0850793
QN,11373, QUEENS BOULEVARD,7,X,24153,0,40.7386667,-73.8898455
QN,11377, NORTH BOULEVARD,7,X,111011,0,40.7532165,-73.8986246
QN,11355,150 STREET,7,X,19264,0,40.7626916,-73.8132336
QN,11694,BEACH 102 STREET,7,X,94,0,40.5843788,-73.8231072
BK,11249,49 RIVER STREET,7,X,57508,3209,40.7170803,-73.9664730
BX,10459, WESTCHESTER AVENUE,7,M,97985,0,40.8290265,-73.8845576
MN,10001,WEST 31 STREET,7,X,2602,0,40.7524212,-73.9993251
MN,10013, HUDSON STREET,7,X,68457,0,40.7241747,-74.0069666
QN,11429, HOLLIS AVENUE,7,X,1674,0,40.7081202,-73.7483324
SI,10303, SIMONSON AVENUE,7,C,21019,0,40.6340604,-74.1514115
QN,11418,100-09 ATLANTIC AVENUE,7,X,4250,0,40.6898255,-73.8439581
MN,10018,469 9 AVENUE,7,X,37201,0,40.7552482,-73.9959105
SI,10312, SPOONER STREET,7,X,530,0,40.5339273,-74.1917536
BX,10464,164 SCHOFIELD STREET,7,X,5032,0,40.8451102,-73.7847526
BK,11219,15 AVENUE,7,C,36236,0,40.6254315,-73.9937678
BK,11232,41 STREET,7,C,1202,0,40.6552721,-74.0138359
BK,11232,5 AVENUE,7,C,442361,0,40.6505300,-74.0004541
SI,10314, GULF AVENUE,7,X,480044,0,40.6242432,-74.1793832
QN,11693,80-18 ROCKAWAY BEACH BLVD,7,X,11607,0,40.5883851,-73.8070495
BX,10451,281 EXTERIOR STREET,7,X,36489,0,40.8150275,-73.9316733
MN,10013,578 BROOME STREET,7,X,10971,0,40.7248005,-74.0069883
SI,10312, SPOONER STREET,7,X,25439,0,40.5337411,-74.1914761
SI,10307, MAIDEN LANE,7,X,3287,0,40.5178635,-74.2391328
SI,10303, GOETHALS ROAD NORTH,7,X,5057,0,40.6302287,-74.1851455
SI,10302, EATON PLACE,7,C,7984,0,40.6358154,-74.1441879
QN,11360,26 AVENUE,7,X,12331,0,40.7770358,-73.7806002
BK,11234,2105 EAST 71 STREET,7,X,8365,0,40.6197673,-73.9070510
QN,11379,69 PLACE,7,X,43834,0,40.7171007,-73.8865768
QN,11105,23 STREET,7,X,21771,0,40.7785347,-73.9166360
BX,10457,EAST 179 STREET,7,X,44004,0,40.8509497,-73.8974491
QN,11693,BEACH 97 STREET,7,X,784,0,40.5858391,-73.8195751
QN,11105, ASTORIA BOULEVARD,7,X,5412,0,40.7693530,-73.9086581
SI,10305, WILLOW AVENUE,7,X,7862,0,40.6181542,-74.0726313
BX,10472,EAST 172 STREET,7,P,133269,0,40.8331731,-73.8812367
SI,10306,1908R NORTH RAILROAD AVE,7,X,5719,0,40.5633217,-74.1286669
SI,10308, AMBOY ROAD,7,X,17895,0,40.5542249,-74.1407910
SI,10309, FLORENCE PLACE,7,X,9646,0,40.5241184,-74.2038329
SI,10309, BAYVIEW AVENUE,7,X,31480,0,40.5240707,-74.2059369
MN,10022,237 EAST 55 STREET,7,X,25534,0,40.7586250,-73.9666723
SI,10303, VAN PELT AVENUE,7,C,26141,0,40.6339883,-74.1540342
SI,10308, LAMOKA AVENUE,7,X,11083,0,40.5522794,-74.1490131
SI,10306, NORTH RAILROAD AVE,7,X,18844,0,40.5820678,-74.1052917
BX,10454,954 EAST 134 STREET,7,X,101849,0,40.7984122,-73.9095645
QN,11377,43 AVENUE,7,X,54628,0,40.7417782,-73.8915870
BX,10457,4350 3 AVENUE,7,X,219588,0,40.8495217,-73.8936163
SI,10312, POSEN STREET,7,X,5318,0,40.5408326,-74.1767559
SI,10303, MC KINLEY AVENUE,7,C,16536,0,40.6291809,-74.1829919
BX,10470,EAST 241 STREET,7,X,11332,0,40.9022282,-73.8472361
QN,11430, SUNRISE HIGHWAY,7,X,90696,0,40.6661191,-73.7998461
SI,10306, NORTH RAILROAD AVE,7,X,10058,0,40.5650477,-74.1266079
SI,10306, GUYON AVENUE,7,X,354,0,40.5644381,-74.1268443
SI,10306, SOUTH RAILROAD AVE,7,X,6183,0,40.5638361,-74.1275918
BX,10474,904 HUNTS POINT AVENUE,7,X,78296,0,40.8202837,-73.8892588
BX,10454,415 BRUCKNER BOULEVARD,7,X,223414,0,40.8078903,-73.9067919
BX,10457, EAST TREMONT AVENUE,7,X,31798,0,40.8480582,-73.8990837
SI,10302, JOHN STREET,7,C,56,0,40.6367726,-74.1425505
BX,10458,419 BOTANICAL SQUARE S,7,X,49068,0,40.8671863,-73.8820509
QN,11366,164 STREET,7,X,5265,0,40.7242531,-73.8044049
BK,11207,290 BELMONT AVENUE,7,X,72351,0,40.6695643,-73.8986581
BX,10474,751 GARRISON AVENUE,7,X,157695,0,40.8145006,-73.8952113
MN,10031,701 WEST 135 STREET,7,X,142467,0,40.8240529,-73.9557422
SI,10310,1165 RICHMOND TERRACE,7,X,96501,0,40.6446149,-74.1096569
BX,10473,2060 LACOMBE AVENUE,7,X,8587,0,40.8161513,-73.8513101
BX,10454,EAST 132 STREET,7,X,16521,0,40.7993821,-73.9145476
SI,10303, HARBOR ROAD,7,C,1823,0,40.6338915,-74.1605768
BX,10460, VAN BUREN STREET,7,X,40716,0,40.8397424,-73.8696745
QN,11357,14 AVENUE,7,X,14572,0,40.7889021,-73.8121453
SI,10303, MORNINGSTAR ROAD,7,C,175,0,40.6346763,-74.1463219
BX,10456, PARK AVENUE,7,X,16506,0,40.8361793,-73.9057837
QN,11422,147 ROAD,7,X,8425,0,40.6567057,-73.7352235
QN,11379,74 STREET,7,X,45507,0,40.7207636,-73.8851925
BX,10467, BRONX BOULEVARD,7,X,87047,0,40.8694929,-73.8777153
BX,10457,EAST 180 STREET,7,X,17433,0,40.8523296,-73.8966662
BX,10462, MATTHEWS AVENUE,7,X,6023,0,40.8441984,-73.8613313
QN,11379, METROPOLITAN AVENUE,7,X,68731,0,40.7108293,-73.8897797
BK,11208,774 MONTAUK AVENUE,7,X,25903,0,40.6604832,-73.8699382
BX,10474, LONGFELLOW AVENUE,7,X,2007,0,40.8221725,-73.8869108
SI,10312,3839 RICHMOND AVENUE,7,X,120718,0,40.5457232,-74.1622935
BX,10463,2845 WEST KINGSBRIDGE RD,7,X,46836,0,40.8749837,-73.9055877
SI,10306, RIGA STREET,7,X,73288,0,40.5613402,-74.1308333
QN,11368, FLUSHING AVENUE,7,X,22427,0,40.7645284,-73.8390685
BX,10461, EASTCHESTER ROAD,7,X,149073,0,40.8468195,-73.8460946
MN,10031,380 CONVENT AVENUE,7,X,20802,0,40.8256901,-73.9460287
SI,10307, JOHNSON AVENUE,7,X,683,0,40.5141326,-74.2497649
BX,10457, PARK AVENUE,7,X,31351,0,40.8494463,-73.8983009
SI,10303, BUSH AVENUE,7,C,46628,0,40.6338194,-74.1591751
BX,10451,EAST 138 STREET,7,X,19246,0,40.8125096,-73.9299454
BK,11236,923 REMSEN AVENUE,7,X,10506,0,40.6459617,-73.9116162
SI,10304, HYLAN BOULEVARD,7,X,72191,0,40.5949962,-74.0885036
QN,11105, ,7,X,8073446,0,40.7849018,-73.9051341
QN,11377,57 STREET,7,X,84348,0,40.7584886,-73.9043848
BK,11230, GLENWOOD ROAD,7,X,13130,0,40.6319471,-73.9621961
BK,11215,337 14 STREET,7,X,10311,0,40.6647827,-73.9854232
QN,11105, STEINWAY STREET,7,X,3153,0,40.7701109,-73.9090939
SI,10312, EAGAN AVENUE,7,X,2021,0,40.5416808,-74.1712857
BX,10474, HUNTS POINT AVENUE,7,X,1967,0,40.8113961,-73.8706909
SI,10303, MORNINGSTAR ROAD,7,C,123,0,40.6347342,-74.1461815
SI,10304, WAVE STREET,7,X,2537,0,40.6294748,-74.0752700
SI,10306, NORTH RAILROAD AVE,7,X,718,0,40.5840215,-74.1029402
SI,10314, RICHMOND AVENUE,7,X,74864,0,40.6060116,-74.1613201
SI,10305, ALTER AVENUE,7,X,8530,0,40.5899493,-74.0944198
QN,11377,54 STREET,7,X,63654,0,40.7521129,-73.9082089
SI,10314, VICTORY BOULEVARD,7,X,212247,0,40.5880412,-74.2045104
QN,11101,29 STREET,7,X,8061,0,40.7509516,-73.9363768
SI,10308, LAMOKA AVENUE,7,X,43834,0,40.5524522,-74.1469551
SI,10303, MC KINLEY AVENUE,7,C,3861,0,40.6298990,-74.1819383
SI,10303, BUSH AVENUE,7,C,10647,0,40.6336795,-74.1591171
SI,10307, ARTHUR KILL ROAD,7,X,1086,0,40.5156481,-74.2444765
BK,11217,423 STATE STREET,7,X,1900,0,40.6867294,-73.9819605
QN,11691, OCEAN CREST BLVD,7,X,1093,0,40.6014300,-73.7598333
QN,11413, NORTH CONDUIT AVENUE,7,X,405328,0,40.6659418,-73.7549979
BX,10454,EAST 140 STREET,7,X,32596,0,40.8043840,-73.9086642
BK,11212,763 ROCKAWAY AVENUE,7,X,45275,0,40.6615466,-73.9081714
MN,10034,3755 9 AVENUE,7,X,59209,0,40.8599777,-73.9190464
BK,11208, LINCOLN AVENUE,7,X,550827,0,40.6726020,-73.8657040
BK,11204,1278 MCDONALD AVENUE,7,X,99357,0,40.6215233,-73.9760957
QN,11434, MERRICK BOULEVARD,7,X,127346,0,40.6809729,-73.7605347
SI,10304, BAY STREET,7,X,52592,0,40.6239152,-74.0731852
QN,11105,29 STREET,7,X,24812,0,40.7751970,-73.9127950
SI,10306,42 NEW DORP LANE,7,X,15372,0,40.5750717,-74.1189235
SI,10302, GROVE AVENUE,7,C,15865,0,40.6387539,-74.1361340
SI,10304, BAY STREET,7,C,13769,0,40.6222580,-74.0721027
SI,10307,219 TRACY AVENUE,7,X,8100,0,40.5153348,-74.2459319
SI,10312, LEXA PLACE,7,X,2068,0,40.5372669,-74.1872265
BX,10454,EAST 134 STREET,7,X,35868,0,40.8007913,-73.9122991
QN,11101,49 AVENUE,7,M,55361,0,40.7441177,-73.9548967
SI,10302, IRVING PLACE,7,C,4329,0,40.6371333,-74.1416073
MN,10019,683 11 AVENUE,7,X,112893,0,40.7659994,-73.9958882
BX,10463,WEST 192 STREET,7,X,31464,0,40.8710685,-73.9073722
SI,10306, SOUTH RAILROAD AVE,7,C,33989,0,40.5650864,-74.1263345
SI,10310, PELTON AVENUE,7,X,1221,0,40.6297027,-74.1093514
QN,11420,116-01 135 STREET,7,X,25338,0,40.6789238,-73.8048010
MN,10001,WEST 34 STREET,7,X,2083,0,40.7509826,-73.9911610
QN,11373, CALAMUS AVENUE,7,X,209372,0,40.7323949,-73.8869657
SI,10306, TYSENS LANE,7,X,84178,0,40.5697081,-74.1218079
QN,11691,BEACH 42 STREET,7,X,8446,0,40.5934355,-73.7739048
QN,11414,94 STREET,7,X,7072,0,40.6628499,-73.8400203
QN,11693,BEACH 87 STREET,7,X,1220,0,40.5886521,-73.8124890
QN,11373,51 AVENUE,7,X,27335,0,40.7362583,-73.8885757
SI,10302, MAPLE AVENUE,7,C,16259,0,40.6389217,-74.1334788
BX,10474,701 GARRISON AVENUE,7,X,192347,0,40.8132694,-73.8964921
SI,10305, RARITAN AVENUE,7,X,18807,0,40.5911116,-74.0929884
MN,10001,281 11 AVENUE,7,X,151974,0,40.7528986,-74.0058363
BX,10464, BUSINESS PLACE,7,X,28779,0,40.8856988,-73.8031523
QN,11373,83-23 VIETOR AVENUE,7,X,23928,0,40.7428173,-73.8820618
SI,10314, ,7,X,32309,0,40.6329816,-74.1968120
SI,10310, NORTH STREET,7,C,59763,0,40.6430735,-74.1140469
SI,10302, NICHOLAS AVENUE,7,C,3393,0,40.6377908,-74.1404161
SI,10303, GRANDVIEW AVENUE,7,C,25257,0,40.6336043,-74.1656958
SI,10304, CLOVE ROAD,7,X,1892,0,40.6037694,-74.0837796
MN,10011,135 7 AVENUE,7,X,22508,0,40.7412198,-73.9972899
MN,10018,206 WEST 36 STREET,7,X,34745,0,40.7525114,-73.9908288
SI,10309,6365 AMBOY ROAD,7,C,219808,0,40.5217801,-74.2200295
SI,10304, WARD AVENUE,7,X,14936,0,40.6321294,-74.0864812
MN,10019,840 JOE DIMAGGIO HIGHWAY,7,X,163837,0,40.7719003,-73.9921042
QN,11414, NORTH CONDUIT BLVD,7,X,21068,0,40.6716318,-73.8512574
SI,10303, MORNINGSTAR ROAD,7,C,416,0,40.6351188,-74.1458905
SI,10303, HARBOR ROAD,7,C,939,0,40.6336554,-74.1605907
BX,10455,EAST 149 STREET,7,X,1109,0,40.8090617,-73.9027697
BX,10469, LACONIA AVENUE,7,X,24800,0,40.8734382,-73.8550221
QN,11105,37 STREET,7,X,17289,0,40.7713357,-73.9099262
QN,11354,137-34 NORTHERN BOULEVARD,7,X,48596,0,40.7626646,-73.8294636
MN,10004,102 BROAD STREET,7,X,15017,0,40.7031440,-74.0119091
QN,11361,212-06 NORTHERN BOULEVARD,7,X,2428,0,40.7596643,-73.7707813
QN,11420,135 AVENUE,7,X,6070,0,40.6701988,-73.8203599
BX,10453,230 WEST TREMONT AVENUE,7,X,13229,0,40.8529047,-73.9191852
QN,11378,58-00 59 AVENUE,7,X,120611,0,40.7185894,-73.9094528
SI,10302, NICHOLAS AVENUE,7,C,26547,0,40.6375492,-74.1405020
SI,10304, GREENFIELD AVENUE,7,X,2268,0,40.6201945,-74.0711783
SI,10308, WILSON AVENUE,7,X,8286,0,40.5479881,-74.1581071
BX,10461, POPLAR STREET,7,X,197434,0,40.8446501,-73.8494826
BK,11221,1064 BUSHWICK AVENUE,7,X,25531,0,40.6903347,-73.9204929
BK,11234, RALPH AVENUE,9,X,18654,0,40.6283420,-73.9178612
SI,10303, MC KINLEY AVENUE,7,C,10305,0,40.6300067,-74.1815170
BX,10459, EDGEWATER ROAD,7,X,69,0,40.8244356,-73.8856206
SI,10305,153 SEAVIEW AVENUE,7,X,10025,0,40.5888502,-74.0958836
SI,10302,50 VAN RIPER STREET,7,X,2582,0,40.6259919,-74.1440910
QN,11377,31 AVENUE,7,X,152865,0,40.7586320,-73.9020239
SI,10306, RAILROAD AVENUE,7,X,33728,0,40.5736188,-74.1170995
BX,10467, WEBSTER AVENUE,7,X,19818,0,40.8747386,-73.8731857
BK,11219,4101 14 AVENUE,7,X,20444,0,40.6377658,-73.9850400
SI,10305, ZOE STREET,7,X,11320,0,40.5851733,-74.1009475
BK,11230,EAST 15 STREET,7,X,19827,0,40.6289856,-73.9625868
SI,10303, UNION AVENUE,7,C,1726,0,40.6337224,-74.1578382
QN,11101,40-08 NORTHERN BOULEVARD,7,X,14920,0,40.7516848,-73.9233648
QN,11377, WOODSIDE AVENUE,7,X,49436,0,40.7425059,-73.8919467
QN,11413,131 AVENUE,7,X,11894,0,40.6838178,-73.7507822
QN,11379,69 STREET,7,X,44568,0,40.7157317,-73.8871888
BK,11232,5 AVENUE,7,X,143414,0,40.6592802,-73.9937755
SI,10303, WINANT STREET,7,C,1180,0,40.6343237,-74.1473624
SI,10304, PARKINSON AVENUE,7,X,96884,0,40.5993869,-74.0862264
BX,10465,2503 BRUCKNER BOULEVARD,7,X,7028,0,40.8293547,-73.8419543
SI,10312, AMBOY ROAD,7,X,12583,0,40.5350112,-74.1902529
QN,11417,133 AVENUE,7,X,12516,0,40.6754507,-73.8377585
QN,11101, REVIEW AVENUE,7,X,48486,0,40.7367235,-73.9428640
BX,10459, SHERIDAN EXPRESSWAY,7,X,498,0,40.8243317,-73.8859821
BK,11208, LINCOLN AVENUE,7,C,71811,0,40.6701960,-73.8643858
SI,10303, WINANT STREET,7,C,527,0,40.6344808,-74.1468655
SI,10303, VAN NAME AVENUE,7,C,27024,0,40.6340122,-74.1525931
BX,10455, WESTCHESTER AVENUE,7,X,26919,0,40.8172708,-73.9125375
BX,10470, BALDWIN STREET,7,X,118754,0,40.9090488,-73.8537035
SI,10304, FINGERBOARD ROAD,7,X,5765,0,40.6004054,-74.0859900
SI,10304, GRASMERE AVENUE,7,X,16636,0,40.6025172,-74.0845667
SI,10304, PROSPECT STREET,7,X,20023,0,40.6281656,-74.0751640
BX,10472,EAST 172 STREET,7,P,75726,0,40.8307131,-73.8831996
QN,11423,204-30 JAMAICA AVENUE,7,X,10481,0,40.7133549,-73.7548777
SI,10302, JOHN STREET,7,C,36654,0,40.6367343,-74.1424207
MN,10034,320 WEST 201 STREET,7,X,101568,0,40.8595611,-73.9199182
SI,10305, DELAWARE AVENUE,7,X,13021,0,40.5906197,-74.0936718
BK,11213,358 TROY AVENUE,7,X,26573,0,40.6659934,-73.9372545
SI,10314, BLOOMFIELD ROAD,7,C,342077,0,40.6269010,-74.1857632
QN,11377, BROADWAY,7,X,31232,0,40.7489982,-73.8960036
BX,10474, LONGFELLOW AVENUE,7,X,28510,0,40.8218134,-73.8873486
QN,11417, NORTH CONDUIT AVENUE,7,X,3683,0,40.6677362,-73.8385090
SI,10306,54 JUSTIN AVENUE,7,X,87650,0,40.5570000,-74.1361185
MN,10065,327 EAST 63 STREET,7,X,40750,0,40.7629160,-73.9610352
QN,11420,114-50 LEFFERTS BOULEVARD,7,X,17167,0,40.6772470,-73.8201029
QN,11377,38-23 55 STREET,7,X,6965,0,40.7490711,-73.9074372
BK,11236,EAST 80 STREET,7,X,6197,0,40.6288404,-73.9023657
BX,10460,EAST 177 STREET,7,X,200047,0,40.8383163,-73.8731612
SI,10303, GRANITE AVENUE,7,C,856,0,40.6341083,-74.1483923
QN,11362,45-06 244 STREET,7,X,8251,0,40.7652694,-73.7423332
SI,10312, SOUTH RAILROAD ST,7,X,30596,0,40.5402562,-74.1785353
SI,10312, AMBOY ROAD,7,X,11242,0,40.5350106,-74.1906343
SI,10307, MAIDEN LANE,7,X,3408,0,40.5176178,-74.2397793
BK,11204,17 AVENUE,7,X,18247,0,40.6258206,-73.9863972
QN,11374,94-05 QUEENS BOULEVARD,7,X,113959,0,40.7319369,-73.8644153
QN,11433, SAYRES AVENUE,7,X,9714,0,40.6974931,-73.7751712
SI,10312, POSEN STREET,7,X,23178,0,40.5407450,-74.1765758
SI,10302, PARK AVENUE,7,C,16796,0,40.6391175,-74.1302471
SI,10312, SPOONER STREET,7,X,1312,0,40.5338010,-74.1917496
BX,10462,1514 SACKETT AVENUE,7,X,91275,0,40.8434831,-73.8533850
SI,10308, GIFFORDS LANE,7,X,52362,0,40.5520211,-74.1492248
BK,11223,1101 AVENUE R,7,X,19841,0,40.6057752,-73.9614078
MN,10001,434 WEST 36 STREET,7,X,13049,0,40.7549738,-73.9972785
SI,10304, BAY STREET,7,X,3709,0,40.6256188,-74.0746460
BX,10463,WEST 236 STREET,7,C,20009,0,40.8836820,-73.8994491
BK,11201, HUDSON AVENUE,7,X,2362,0,40.7026105,-73.9808887
QN,11105,20 AVENUE,7,X,854417,0,40.7872795,-73.9129994
SI,10314, RIVER ROAD,7,C,87958,0,40.6150459,-74.1942486
SI,10303, ELIZABETH GROVE ROAD,7,X,6096,0,40.6295488,-74.1811843
BK,11219,11 AVENUE,7,X,85290,0,40.6300594,-74.0026624
SI,10304, WILLOW AVENUE,7,X,1112,0,40.6198294,-74.0713076
QN,11418,120 STREET,7,C,16246,0,40.6945132,-73.8264428
QN,11420, HAWTREE STREET,7,X,126855,0,40.6690342,-73.8344180
BX,10454, ,7,X,131792,0,40.8074306,-73.9051634
QN,11001,260 STREET,7,X,1728,0,40.7304863,-73.7061953
BX,10474, LONGFELLOW AVENUE,7,X,66,0,40.8218680,-73.8870667
SI,10308, EXETER STREET,7,X,28731,0,40.5525200,-74.1476210
SI,10305, ALTER AVENUE,7,X,30505,0,40.5897733,-74.0948588
MN,10034,3775 9 AVENUE,7,X,35528,0,40.8606747,-73.9187708
SI,10314,100 CHELSEA ROAD,7,X,430579,0,40.6166152,-74.1963171
QN,11691, MOTT AVENUE,7,X,175514,0,40.6106105,-73.7620405
QN,11422, BROOKVILLE BOULEVARD,7,X,4031,0,40.6679849,-73.7367865
QN,11434, LINDEN BOULEVARD,7,X,8576,0,40.6890005,-73.7850871
BK,11204,16 AVENUE,7,C,29012,0,40.6254368,-73.9905869
SI,10308, WILSON AVENUE,7,X,32553,0,40.5496754,-74.1545919
QN,11379,75 STREET,7,X,142079,0,40.7237029,-73.8848988
SI,10301, BOROUGH PLACE,7,X,128506,0,40.6429687,-74.0744781
QN,11354,34-28 COLLEGE POINT BLVD,7,X,11721,0,40.7641849,-73.8368528
SI,10302, CHURCH STREET,7,X,15853,0,40.6388923,-74.1303692
QN,11379,71 STREET,7,X,33983,0,40.7198307,-73.8854791
BX,10457, PARK AVENUE,7,X,28285,0,40.8457949,-73.9003594
MN,10019,11 AVENUE,7,X,26256,0,40.7653845,-73.9945128
BK,11213, ,7,O,6741,0,40.6771558,-73.9312990
SI,10306, NORTH RAILROAD AVE,7,X,14681,0,40.5782445,-74.1108871
SI,10312, AMBOY ROAD,7,X,76638,0,40.5318629,-74.1935500
QN,11354,34-29 LAWRENCE STREET,7,X,17163,0,40.7643074,-73.8360981
BX,10459, SHERIDAN EXPRESSWAY,7,X,269,0,40.8250205,-73.8858942
SI,10305, BAY STREET,7,X,65764,0,40.6177428,-74.0676385
SI,10314, WILD AVENUE,7,X,425817,0,40.5858756,-74.1982105
QN,11366,184-14 UNION TURNPIKE,7,X,8967,0,40.7279496,-73.7840487
BK,11234,2134 MILL AVENUE,7,X,10298,0,40.6144994,-73.9132859
SI,10306, NORTH RAILROAD AVE,7,X,82610,0,40.5755648,-74.1144284
BX,10462, EAST TREMONT AVENUE,7,X,285307,0,40.8421574,-73.8599621
SI,10307, BENTLEY STREET,7,X,12567,0,40.5125906,-74.2519925
SI,10308, AMBOY ROAD,7,X,335,0,40.5512583,-74.1511339
SI,10307, BREHAUT AVENUE,7,X,517,0,40.5172643,-74.2408246
MN,10033,608 WEST 175 STREET,7,X,16367,0,40.8460842,-73.9369617
SI,10305,25 BAY STREET,7,X,153982,0,40.6190776,-74.0708601
QN,11415,87 AVENUE,11,X,6958,0,40.7055858,-73.8194385
SI,10304, BAY STREET,7,X,2246,0,40.6245817,-74.0739064
MN,10034,WEST 203 STREET,7,X,40695,0,40.8610183,-73.9195911
MN,10075,208 EAST 79 STREET,7,X,14684,0,40.7737699,-73.9568227
BX,10459, SHERIDAN EXPRESSWAY,7,X,532,0,40.8237115,-73.8861458
SI,10309, BAYVIEW AVENUE,7,X,124573,0,40.5246171,-74.2027877
SI,10304, RICHMOND ROAD,7,X,18732,0,40.5860056,-74.1002143
BK,11208, SUTTER AVENUE,7,C,231970,0,40.6728560,-73.8646364
