borough,zipcode,address,landuse,ownertype,lotarea,bldgarea,latitude,longitude
SI,10301, VICTORY BOULEVARD,9,C,49654,0,40.6300499,-74.0886257
SI,10301, VICTORY BOULEVARD,9,C,84580,292,40.6304047,-74.0877364
BX,10460, VAN NEST AVENUE,9,C,2412,0,40.8398426,-73.8708778
BK,11220,64 STREET,9,C,578,0,40.6391810,-74.0219541
BK,11220,3 AVENUE,9,C,206815,0,40.6377259,-74.0235354
SI,10303, FOREST AVENUE,11,C,46250,0,40.6254313,-74.1761082
SI,10303, FOREST AVENUE,11,C,36701,0,40.6245117,-74.1743262
BK,11225, WASHINGTON AVENUE,9,C,59300,0,40.6707006,-73.9620011
BK,11215,4 AVENUE,11,C,16780,0,40.6730555,-73.9855836
BX,10469, EAST GUN HILL ROAD,9,C,11700,0,40.8690060,-73.8428182
BX,10452, WOODYCREST AVENUE,9,C,1470,0,40.8345505,-73.9268469
BX,10463,WEST 242 STREET,9,C,85775,0,40.8898970,-73.9038956
BX,10466, BULLARD AVENUE,9,C,7302,0,40.8971231,-73.8603129
QN,11378, MAURICE AVENUE,9,C,14098,0,40.7279354,-73.9061677
SI,10305, VIRGINIA AVENUE,9,C,12500,0,40.6150989,-74.0688497
SI,10305, VIRGINIA AVENUE,9,C,11800,0,40.6148213,-74.0693680
SI,10305, LYMAN AVENUE,9,C,39000,0,40.6075732,-74.0631336
SI,10305, VIRGINIA AVENUE,9,C,20000,0,40.6146709,-74.0684710
MN,10002, GRAND STREET,9,C,17925,0,40.7255000,-73.9720537
MN,10009, F D R DRIVE,11,C,10000,0,40.7298945,-73.9727988
BK,11201,4 VINE STREET,9,C,90193,0,40.7013411,-73.9942620
QN,11416, ATLANTIC AVENUE,9,C,51988,400,40.6903165,-73.8397561
BX,10451,705 COURTLANDT AVENUE,9,C,43619,0,40.8204562,-73.9184008
BX,10473, BRONX RIVER AVENUE,9,C,520400,0,40.8168558,-73.8710922
BX,10452, UNIVERSITY AVENUE,9,C,11151,0,40.8422134,-73.9263904
MN,10023, RIVERSIDE PARK,9,C,116700,0,40.7820636,-73.9863075
MN,10034, RIVERSIDE DRIVE,9,C,1840475,1200,40.8573576,-73.9386573
QN,11103,31-19 38 STREET,9,C,25700,0,40.7607719,-73.9183296
MN,10030, LENOX AVENUE,9,C,11990,0,40.8170930,-73.9390918
MN,10035,306 EAST 118 STREET,9,C,4112,0,40.7978867,-73.9364223
MN,10035,1895 LEXINGTON AVENUE,9,C,1192,0,40.7997525,-73.9405091
MN,10035,1665 PARK AVENUE,9,C,4545,0,40.8000828,-73.9422064
MN,10035,170 EAST 117 STREET,9,C,1716,0,40.7988359,-73.9406111
MN,10035,1893 LEXINGTON AVENUE,9,C,1130,0,40.7997086,-73.9405417
MN,10035,1891 LEXINGTON AVENUE,9,C,1130,0,40.7996647,-73.9405742
MN,10035,172 EAST 117 STREET,9,C,1716,0,40.7988111,-73.9405569
MN,10004, PETER MINUIT PLAZA,9,C,39900,0,40.7017796,-74.0136328
BK,11219,4201 10 AVENUE,9,C,28280,0,40.6424163,-73.9946490
QN,11102,1-09 26 AVENUE,9,C,163023,0,40.7776571,-73.9348168
MN,10010,315 EAST 26 STREET,9,C,69398,0,40.7399964,-73.9780849
BX,10457,1830 WASHINGTON AVENUE,10,C,5018,0,40.8451677,-73.8987592
BX,10457,530 EAST TREMONT AVENUE,9,C,774000,1900,40.8452689,-73.8952459
BX,10457,2130 WASHINGTON AVENUE,9,C,91260,0,40.8528050,-73.8942689
BX,10458,457 EAST 183 STREET,9,C,3500,0,40.8557193,-73.8936967
BX,10458,449 EAST 183 STREET,9,C,3500,0,40.8558101,-73.8939171
BX,10458,461 EAST 183 STREET,9,C,3500,0,40.8556726,-73.8935848
BX,10458,EAST 184 STREET,9,C,5000,0,40.8558864,-73.8933241
BX,10473, CORNELL AVENUE,9,C,48217,0,40.8076788,-73.8582249
MN,10030,255 WEST 143 STREET,9,C,20029,0,40.8215299,-73.9418843
QN,11368,114 STREET,11,C,2640,0,40.7550049,-73.8541140
QN,11101,5-32 49 AVENUE,2,C,7558,2650,40.7434316,-73.9550776
BX,10470,560 EAST 233 STREET,9,C,2671000,0,40.8865989,-73.8663133
BK,11216,1035 BEDFORD AVENUE,9,C,3615,0,40.6884895,-73.9546278
BX,10467,100 VAN CORTLANDT PARK E,9,C,44000,0,40.8785636,-73.8852888
QN,11101, QUEENS PLAZA SOUTH,9,C,24000,0,40.7540233,-73.9478048
SI,10301, BEECHWOOD AVENUE,9,C,72000,300,40.6434220,-74.0857284
SI,10301, STUYVESANT PLACE,11,C,3880,0,40.6445447,-74.0778671
SI,10305,2 HYLAN BOULEVARD,8,C,598715,2655,40.6158298,-74.0625723
BK,11208, DREW STREET,11,C,2803,0,40.6607248,-73.8584219
SI,10304, PALMA DRIVE,9,C,48615,0,40.6114841,-74.0850571
SI,10305, FATHER CAPODANNO BL,9,C,592333,20760,40.5922653,-74.0634072
SI,10310, MYRTLE AVENUE,9,C,59310,1558,40.6296064,-74.1152559
SI,10310,1000 SNUG HARBOR ROAD,8,C,2627539,65530,40.6419692,-74.1034116
SI,10301, RICHMOND TERRACE,9,C,232000,0,40.6449668,-74.1061188
SI,10301,355 FILLMORE STREET,9,C,110000,3291,40.6440032,-74.1001356
SI,10310, HARVEST AVENUE,8,C,17296,8000,40.6278463,-74.1074390
QN,11385,210 ONDERDONK AVENUE,9,C,39440,400,40.7097850,-73.9178077
SI,10302, TREADWELL AVENUE,11,X,48,0,40.6385516,-74.1377802
SI,10302, PARK AVENUE,11,X,507,0,40.6392263,-74.1311806
SI,10303, HOLLAND AVENUE,7,X,812093,0,40.6321409,-74.1697741
SI,10303, GRANITE AVENUE,7,X,57,0,40.6341442,-74.1481907
BK,11235,2001 ORIENTAL BOULEVARD,8,O,2430020,353600,40.5779717,-73.9341477
MN,10031,183 CONVENT AVENUE,8,X,30026,8100,40.8202350,-73.9490861
MN,10029,430 EAST 100 STREET,8,O,71040,88300,40.7855735,-73.9409443
BX,10454,587 EAST 139 STREET,3,X,26700,91314,40.8071532,-73.9155924
MN,10022,250 EAST 57 STREET,8,O,40216,281051,40.7593001,-73.9663724
BK,11221,859 GATES AVENUE,11,O,2500,0,40.6885964,-73.9319146
BK,11221,857 GATES AVENUE,11,O,2500,0,40.6885882,-73.9320012
MN,10002,45 PIKE STREET,4,O,212250,644053,40.7118643,-73.9910905
MN,10031,275 CONVENT AVENUE,8,X,41000,272500,40.8216096,-73.9478782
MN,10027, ST NICHOLAS AVENUE,11,X,3208,0,40.8151744,-73.9505422
MN,10027, ST NICHOLAS AVENUE,11,X,4424,0,40.8151970,-73.9521318
QN,11433,94-24 GUY R BREWER BLVD,8,P,382270,360000,40.7017650,-73.7963741
QN,11692,BEACH 72 STREET,11,C,4000,0,40.5982597,-73.8015223
BK,11208, VANDALIA AVENUE,11,C,43300,0,40.6610689,-73.8592466
BK,11208, DREW STREET,11,C,3600,0,40.6614383,-73.8583303
BX,10451,EAST 157 STREET,9,C,2500,0,40.8215932,-73.9156210
BK,11208, RUBY STREET,11,C,47200,0,40.6621688,-73.8585846
BK,11208, COZINE AVENUE,11,C,164,0,40.6632541,-73.8595375
BK,11208, LOCKE STREET,11,C,42845,0,40.6560400,-73.8754755
QN,11363, STUART LANE,11,C,34556,0,40.7714940,-73.7445837
QN,11363,246 STREET,11,C,31809,0,40.7687163,-73.7421250
QN,11363, NORTHERN BOULEVARD,9,C,275000,0,40.7655282,-73.7464080
QN,11363, NORTHERN BOULEVARD,9,C,48470,0,40.7657141,-73.7473350
QN,11363,39 ROAD,9,C,6305,0,40.7750930,-73.7399737
QN,11363,235 STREET,9,C,12480,0,40.7673144,-73.7486286
QN,11363,235 STREET,9,C,10450,0,40.7670087,-73.7481352
QN,11363,234 STREET,9,C,20280,0,40.7666324,-73.7480319
QN,11363,235 STREET,9,C,9435,0,40.7668897,-73.7477096
BK,11205, STEUBEN STREET,9,C,43000,300,40.6974434,-73.9634608
QN,11433,173 STREET,9,C,23749,0,40.7016308,-73.7830339
BX,10473, SCREVIN AVENUE,11,C,11396,0,40.8136741,-73.8522730
BX,10473, COMPTON AVENUE,9,C,14100,0,40.8121440,-73.8491552
BX,10473, CASTLE HILL AVENUE,11,C,3423,0,40.8115808,-73.8467072
BX,10473,2 BRONX RIVER AVENUE,9,C,5195,800,40.8050131,-73.8490702
BX,10452, SHAKESPEARE AVENUE,9,C,4047,0,40.8383085,-73.9233517
BX,10472,EAST 172 STREET,9,C,115061,0,40.8349048,-73.8810637
SI,10314, TRAVIS AVENUE,9,C,1859220,0,40.5994470,-74.1719849
SI,10314, TRAVIS AVENUE,9,C,1342847,0,40.6006479,-74.1746744
SI,10314, TRAVIS AVENUE,9,C,398600,0,40.5942874,-74.1752375
BX,10456, FULTON AVENUE,9,C,595000,500,40.8359925,-73.8991815
SI,10312, COLON AVENUE,11,C,4760,0,40.5284439,-74.1845650
SI,10312, STECHER STREET,11,C,4000,0,40.5284833,-74.1856515
SI,10312, COLON AVENUE,11,C,4760,0,40.5285399,-74.1846372
SI,10303, FOREST AVENUE,11,C,350,0,40.6250391,-74.1758802
QN,11432,90-73 179 PLACE,9,C,25250,400,40.7091185,-73.7815632
QN,11434,150 STREET,9,C,940500,875,40.6698493,-73.7876181
QN,11433, UNION HALL STREET,9,C,8830,0,40.6948877,-73.7908777
SI,10303, MORROW STREET,11,C,62125,0,40.6252979,-74.1753693
BK,11220,6400 3 AVENUE,9,C,33200,625,40.6399711,-74.0238821
BK,11220,5501 2 AVENUE,9,C,20034,270,40.6457826,-74.0197473
BK,11215,298 3 STREET,9,C,132221,2714,40.6730581,-73.9847112
BX,10457, EAST MT EDEN AVENUE,9,C,1648310,10200,40.8404349,-73.9074582
BX,10457,455 EAST 171 STREET,9,C,2521,0,40.8379699,-73.9037465
BX,10457,1507 WASHINGTON AVENUE,9,C,4493,0,40.8378928,-73.9035045
BX,10457,1517 WASHINGTON AVENUE,9,C,7013,0,40.8380438,-73.9035224
MN,10027, ST NICHOLAS AVENUE,11,X,4424,0,40.8156609,-73.9522615
MN,10010,141 EAST 25 STREET,8,X,36932,247181,40.7407575,-73.9827831
MN,10010,17 LEXINGTON AVENUE,8,X,39500,344828,40.7389681,-73.9845770
MN,10010,49 LEXINGTON AVENUE,8,X,59843,785000,40.7402086,-73.9833967
QN,11433, LIBERTY AVENUE,9,C,340275,8115,40.7028823,-73.7844292
BK,11205,2 PARK AVENUE,9,C,304764,943,40.6973183,-73.9793683
BK,11217, FLATBUSH AVENUE,9,C,3562,0,40.6869458,-73.9792670
MN,10029,1860 1 AVENUE,9,C,25850,400,40.7834616,-73.9440985
BX,10464, PELHAM BAY PARK,9,C,74250000,270021,40.8683436,-73.7981419
QN,11363,42-33 LITTLE NECK PARKWAY,9,C,48000,413,40.7710150,-73.7378451
MN,10029, FDR DRIVE,9,C,45550,0,40.7869916,-73.9391374
QN,11363,42 AVENUE,9,C,18758,0,40.7683296,-73.7472132
QN,11363,43 AVENUE,11,C,59667,0,40.7679851,-73.7428462
QN,11363,42 AVENUE,9,C,4398,0,40.7678901,-73.7470560
BK,11236, SEAVIEW AVENUE,9,C,1748980,1748980,40.6366085,-73.8822567
BK,11236,9006 SEAVIEW AVENUE,9,C,4810000,6000,40.6271961,-73.8958584
BK,11228,222 DAHLGREN PLACE,9,C,25590,0,40.6141337,-74.0271144
BX,10465,3410 BRUCKNER BOULEVARD,9,C,15837500,5000,40.8542219,-73.8213015
BK,11208, DREW STREET,11,C,25950,0,40.6611254,-73.8583273
BK,11208, VANDALIA AVENUE,11,C,16100,0,40.6606051,-73.8592584
BK,11208, FLATLANDS AVENUE,11,C,4225,0,40.6601994,-73.8597026
BK,11208, FLATLANDS AVENUE,11,C,5765,0,40.6611632,-73.8600141
BK,11208, RUBY STREET,11,C,14,0,40.6619075,-73.8581959
BK,11208, FLATLANDS AVENUE,11,C,19220,0,40.6597396,-73.8607956
BK,11208, DREW STREET,11,C,2102,0,40.6606589,-73.8584076
BK,11208, FLATLANDS AVENUE,11,C,9460,0,40.6598729,-73.8598438
BK,11208, DREW STREET,11,C,5605,0,40.6606667,-73.8580472
BK,11208, RUBY STREET,11,C,43700,0,40.6627151,-73.8586592
BK,11208, VANDALIA AVENUE,11,C,1520,0,40.6599300,-73.8593895
BK,11208, VANDALIA AVENUE,11,C,28575,0,40.6603771,-73.8590894
BK,11208, FLATLANDS AVENUE,11,C,3880,0,40.6600704,-73.8597533
BK,11208, FLATLANDS AVENUE,11,C,83850,0,40.6605842,-73.8601379
BK,11239,633 SCHROEDERS AVENUE,9,C,41790,616,40.6568567,-73.8694587
MN,10026,237 WEST 111 STREET,9,C,5046,0,40.8008849,-73.9562958
BX,10458, ARTHUR AVENUE,9,C,33085,930,40.8559652,-73.8867051
BX,10452, CROSS BRONX EXPWY,9,C,51724,0,40.8458564,-73.9275176
BX,10452,1345 UNIVERSITY AVENUE,11,C,26738,0,40.8420546,-73.9269290
BX,10452,1459 UNIVERSITY AVENUE,9,C,27067,0,40.8443089,-73.9241472
BX,10452, OGDEN AVENUE,9,C,5813,0,40.8406840,-73.9253837
BX,10451,757 MELROSE AVENUE,9,C,3416,0,40.8213792,-73.9156321
BX,10451,EAST 157 STREET,9,C,3000,0,40.8215437,-73.9154549
BX,10451,427 EAST 157 STREET,9,C,5050,0,40.8215565,-73.9141253
BX,10451,EAST 158 STREET,9,C,2453,0,40.8218529,-73.9141176
BX,10473, LAFAYETTE AVENUE,9,C,1800000,0,40.8177909,-73.8752415
BX,10473,701 METCALF AVENUE,9,C,196274,660,40.8182687,-73.8704969
QN,11434,180-20 LINDEN BOULEVARD,8,X,2443226,731247,40.6901729,-73.7683446
MN,10019,860 11 AVENUE,8,X,100415,749133,40.7708983,-73.9897396
QN,11435,144-52 87 AVENUE,1,X,3000,1486,40.7069599,-73.8102951
BX,10451,EAST 144 STREET,10,O,4900,0,40.8166417,-73.9276651
BX,10453,171 HALL OF FAME TERRACE,10,O,81492,0,40.8598354,-73.9120839
BX,10468, SEDGWICK AVENUE,11,X,18609,0,40.8599598,-73.9132550
BX,10468,2901 GOULDEN AVENUE,8,P,310000,20000,40.8750269,-73.8951737
BK,11201,172 PEARL STREET,8,X,5657,18675,40.6995373,-73.9880735
BX,10451,485 GRAND CONCOURSE,11,O,4562,0,40.8184066,-73.9276993
QN,11413,130-57 225 STREET,1,X,2000,1542,40.6814249,-73.7423255
QN,11101,31-10 THOMSON AVENUE,8,O,120000,223525,40.7439573,-73.9351457
BX,10457,3826 PARK AVENUE,9,C,7684,0,40.8385765,-73.9037999
BK,11238,100 QUINCY STREET,9,C,2300,0,40.6859654,-73.9572365
BK,11218,1 EAST 8 STREET,9,C,5075,5000,40.6500384,-73.9735232
BK,11218,318 SHERMAN STREET,9,C,8721,0,40.6509003,-73.9739986
QN,11358,164 STREET,9,C,3615,0,40.7547362,-73.8026767
BK,11212,93 NEW LOTS AVENUE,9,C,1680,0,40.6581845,-73.9018110
BK,11212,101 NEW LOTS AVENUE,9,C,1549,0,40.6582611,-73.9016090
BK,11212,103 NEW LOTS AVENUE,9,C,1507,0,40.6582940,-73.9015477
BK,11212,600 REAR OSBORN STREET,9,C,8800,0,40.6553220,-73.9054589
BK,11212,553 THATFORD AVENUE,9,C,15567,430,40.6560443,-73.9059841
BK,11212, THATFORD AVENUE,9,C,8327,0,40.6563351,-73.9058647
BK,11212,1555 LINDEN BOULEVARD,9,C,348000,72000,40.6565242,-73.9022243
BX,10460, NOBLE AVENUE,9,C,158170,400,40.8372202,-73.8722272
BX,10459,1363 WESTCHESTER AVENUE,11,C,48800,0,40.8287653,-73.8841750
BX,10459,1340 WEST FARMS ROAD,9,C,56250,0,40.8296015,-73.8859912
BK,11207,271 GLENMORE AVENUE,9,C,2500,0,40.6727034,-73.9007406
BK,11207,395 BELMONT AVENUE,9,C,4250,0,40.6709500,-73.8950871
BK,11207, NEW JERSEY AVENUE,9,C,10000,0,40.6710234,-73.8943408
BK,11207, VERMONT STREET,9,C,15000,0,40.6711439,-73.8940017
BK,11207,307 NEW JERSEY AVENUE,9,C,30000,400,40.6715643,-73.8944805
BK,11207,336 NEW JERSEY AVENUE,9,C,17500,0,40.6710459,-73.8948779
BK,11232,4200 7 AVENUE,9,C,1067080,62035,40.6479745,-74.0037442
BK,11201,50 COLUMBIA STREET,9,C,213334,400,40.6904253,-73.9992932
BK,11226,305 PARKSIDE AVENUE,9,C,1613749,23578,40.6507727,-73.9685173
SI,10309, GAYNOR STREET,9,C,1230,0,40.5260701,-74.2201012
BK,11206,34 TEN EYCK STREET,9,C,20000,0,40.7092982,-73.9493403
BK,11207,28 GRANITE STREET,9,C,2500,0,40.6823351,-73.9076524
BK,11207, FURMAN AVENUE,9,C,1615,0,40.6816020,-73.9073073
BK,11207, BROADWAY,9,C,1823,0,40.6813329,-73.9071959
BK,11207, BROADWAY,9,C,1740,0,40.6811708,-73.9070122
QN,11354, LINDEN PLACE,11,C,225000,0,40.7755960,-73.8357814
BX,10459, SIMPSON STREET,9,C,4300,0,40.8219803,-73.8925728
QN,11433,108-56 UNION HALL STREET,9,C,2352,0,40.6946553,-73.7913580
BX,10452,994 OGDEN AVENUE,9,C,2250,0,40.8326115,-73.9292521
BX,10465,450 HUTCHINSON RVR PKWY,9,C,4225328,14681,40.8112977,-73.8344543
MN,10035,EAST 127 STREET,9,C,15450,0,40.8036310,-73.9309192
BX,10456,3 AVENUE,11,C,3723,0,40.8288926,-73.9064445
BK,11208, NEW LOTS AVENUE,9,C,4000,0,40.6686564,-73.8767821
MN,10027,500 WEST 129 STREET,9,C,61300,5632,40.8153167,-73.9562755
MN,10038,394 WATER STREET,9,C,59344,0,40.7101601,-73.9951810
MN,10002,166 MARKET STREET,9,C,41798,0,40.7110274,-73.9935434
MN,10002,76 MONROE STREET,9,C,2763,0,40.7115186,-73.9925983
BK,11235, SHORE BOULEVARD,11,O,259459,0,40.5775678,-73.9382159
SI,10314,2800 VICTORY BOULEVARD,8,X,8838314,633280,40.6012477,-74.1503611
BX,10451,427 WALTON AVENUE,8,X,12010,9975,40.8172959,-73.9291203
QN,11101,29-10 THOMSON AVENUE,8,X,118000,863800,40.7442800,-73.9379242
QN,11101,47-08 30 STREET,10,X,21750,25,40.7429846,-73.9380878
QN,11367,152-45 MELBOURNE AVENUE,8,O,78312,191880,40.7342851,-73.8160050
QN,11435,150-02 JAMAICA AVENUE,10,O,16400,88000,40.7018579,-73.8040522
MN,10031,160 CONVENT AVENUE,8,P,433411,873000,40.8202109,-73.9503542
SI,10301,130 STUYVESANT PLACE,5,O,52927,172802,40.6427692,-74.0772560
QN,11101,31-28 THOMSON AVENUE,8,O,108000,316075,40.7438498,-73.9342436
BX,10473,1720 LACOMBE AVENUE,11,C,19600,0,40.8141844,-73.8655339
BX,10473,1852 O'BRIEN AVENUE,11,C,18335,0,40.8106988,-73.8588579
BX,10473, THIERIOT AVENUE,11,C,19900,0,40.8105840,-73.8592013
BX,10473, CORNELL AVENUE,11,C,464,0,40.8067874,-73.8587217
BX,10473,101 BRONX RIVER AVENUE,11,C,5835,0,40.8105793,-73.8598407
BX,10473, BRONX RIVER AVENUE,11,C,23790,0,40.8088383,-73.8591978
BX,10473, BRONX RIVER AVENUE,11,C,298088,0,40.8093172,-73.8602516
BX,10473,201 BOLTON AVENUE,11,C,55610,0,40.8099991,-73.8567606
BX,10473, BRONX RIVER AVENUE,11,C,105,0,40.8085904,-73.8584975
BK,11216,490 GREENE AVENUE,9,C,2000,0,40.6881533,-73.9512819
BK,11216,1031 BEDFORD AVENUE,9,C,3600,0,40.6885993,-73.9546530
QN,11373, WOODHAVEN BOULEVARD,9,C,142200,400,40.7327445,-73.8721678
BX,10452,1080 NELSON AVENUE,9,C,1470,0,40.8346934,-73.9271395
BX,10452,1078 NELSON AVENUE,9,C,1462,0,40.8346550,-73.9271648
BX,10452,1077 WOODYCREST AVENUE,9,C,2290,0,40.8344627,-73.9269121
BK,11234,3000 FILLMORE AVENUE,9,C,3192632,2000,40.6059141,-73.9346784
BK,11234,3000 FLATBUSH AVENUE,9,C,33693556,10250,40.5965858,-73.9194054
BK,11220,5523 6 AVENUE,9,C,20033,400,40.6405439,-74.0110655
BX,10451,EAST 158 STREET,9,C,2465,0,40.8225022,-73.9162016
BK,11201,68 COLUMBIA HEIGHTS,9,C,158600,158600,40.7011545,-73.9955063
BX,10452,1083 WOODYCREST AVENUE,9,C,1477,0,40.8345889,-73.9268180
BX,10474, OAK POINT AVENUE,9,C,108423,0,40.8102615,-73.8825311
MN,10009,292 AVENUE C,9,C,44000,750,40.7303284,-73.9735491
BX,10455,668 ST ANNS AVENUE,9,C,1119,0,40.8172231,-73.9112081
BX,10466,5501 BULLARD AVENUE,11,C,49423,0,40.9022408,-73.8593580
BX,10452,1015 RIVER AVENUE,9,C,238000,24730,40.8316535,-73.9248879
BX,10452,951 RIVER AVENUE,10,C,68828,277720,40.8308305,-73.9255068
BX,10467,625 EAST GUN HILL ROAD,9,C,21000,0,40.8782468,-73.8686805
BX,10456, CAULDWELL AVENUE,9,C,2571,0,40.8262595,-73.9052847
BX,10452, WOODYCREST AVENUE,9,C,8269,0,40.8355733,-73.9254075
BX,10466,711 EAST 233 STREET,9,C,338800,0,40.8961471,-73.8612410
BX,10451,366 EAST 158 STREET,9,C,4921,0,40.8224637,-73.9160788
QN,11364, FRANCIS LEWIS BLVD,9,C,4435200,0,40.7411245,-73.7698960
QN,11364,73 AVENUE,9,C,1176120,4950,40.7368433,-73.7647868
QN,11423,196-10 UNION TURNPIKE,9,C,4530000,13500,40.7281909,-73.7725095
BX,10463, LANDING ROAD,9,C,229000,0,40.8643761,-73.9097930
BX,10468, CEDAR AVENUE,9,C,118000,0,40.8593461,-73.9147633
BX,10463,3036 JOHNSON AVENUE,9,C,348750,0,40.8821893,-73.9100220
MN,10033,521 FT WASHINGTON AVENUE,9,C,79350,0,40.8528478,-73.9381120
BX,10451,20 EAST 161 STREET,10,C,157000,361669,40.8292059,-73.9301989
BX,10452,995 SUMMIT AVENUE,9,C,2645,0,40.8331694,-73.9305055
BX,10452,90 WEST 164 STREET,9,C,12500,0,40.8325289,-73.9288728
QN,11366,75-18 190 STREET,1,X,4000,2175,40.7310743,-73.7803258
MN,10007,122 PARK ROW,7,C,5925,0,40.7130861,-74.0019912
BX,10470, BULLARD AVENUE,7,X,306381,0,40.9025070,-73.8570893
MN,10014,639 GREENWICH STREET,11,X,8166,0,40.7315663,-74.0075519
BK,11210,3002 FOSTER AVENUE,8,C,131700,75340,40.6381141,-73.9470595
BK,11233, PARK PLACE,11,C,720,0,40.6715918,-73.9143688
BK,11208,213 ATKINS AVENUE,9,C,3000,0,40.6737937,-73.8785247
BK,11233,1905 BERGEN STREET,9,C,2679,0,40.6746000,-73.9180962
MN,10030,121 WEST 137 STREET,9,C,2498,0,40.8161086,-73.9410003
BX,10451,755 BROOK AVENUE,9,C,4217,0,40.8205778,-73.9120346
SI,10314,2226 RICHMOND AVENUE,7,C,283140,8600,40.5914113,-74.1656271
SI,10312, POILLON AVENUE,11,C,16800,0,40.5284007,-74.1753273
SI,10312, EDWIN STREET,11,C,4000,0,40.5350049,-74.1734127
SI,10312, BARCLAY AVENUE,9,C,4000,0,40.5344301,-74.1723824
MN,10009,520 EAST 13 STREET,9,C,2581,0,40.7291028,-73.9799791
QN,11422,136-20 BROOKVILLE BOULEVARD,9,C,21760,1125,40.6705441,-73.7360734
BK,11221,617 KNICKERBOCKER AVENUE,9,C,19175,0,40.6958818,-73.9127689
MN,10035,233 EAST 128 STREET,9,C,122919,1200,40.8058530,-73.9334816
MN,10035,2145 LEXINGTON AVENUE,9,C,2467,216,40.8069876,-73.9353263
BX,10451,809 COURTLANDT AVENUE,9,C,2744,0,40.8230680,-73.9167284
BK,11221, QUINCY STREET,9,C,1875,0,40.6879196,-73.9443193
MN,10036,437 WEST 45 STREET,9,C,21088,459,40.7613935,-73.9927371
BX,10458,465 EAST 183 STREET,9,C,3500,0,40.8556285,-73.8934764
BK,11208, SUTTER AVENUE,9,X,4000,0,40.6740937,-73.8645149
QN,11102, ASTORIA BOULEVARD,9,C,5,0,40.7725643,-73.9325942
QN,11102, MAIN AVENUE,9,C,504,0,40.7722099,-73.9319880
QN,11102, ASTORIA BOULEVARD,9,C,3075,0,40.7723087,-73.9320059
QN,11102, MAIN AVENUE,9,C,686,0,40.7722289,-73.9315258
QN,11102,11-11 MAIN AVENUE,9,C,616,0,40.7722399,-73.9316197
BK,11249,301 BERRY STREET,9,C,3444,0,40.7133685,-73.9634990
MN,10035,145 EAST 128 STREET,9,C,36250,1200,40.8064112,-73.9353196
MN,10035,223 EAST 124 STREET,9,C,3028,0,40.8027881,-73.9351642
MN,10035,229 EAST 124 STREET,9,C,2018,0,40.8027029,-73.9349620
MN,10035,EAST 127 STREET,9,C,10376,0,40.8037878,-73.9315367
BK,11249,106 SOUTH 3 STREET,9,C,14250,100,40.7126412,-73.9635138
BX,10472,1445 BRUCKNER BOULEVARD,9,C,87878,0,40.8241570,-73.8814912
SI,10307,117 1/2 HOPPING AVENUE,10,C,13475,0,40.5087640,-74.2546140
BX,10467,2855 BRONX PARK EAST,9,C,6000000,111229,40.8622446,-73.8730468
BX,10461, EAST TREMONT AVENUE,9,C,63180,0,40.8416466,-73.8387591
BX,10473,800 OLMSTEAD AVENUE,9,C,74000,200,40.8233998,-73.8510157
BK,11207,573 GLENMORE AVENUE,9,C,1875,0,40.6743754,-73.8892163
BX,10461,2551 WESTCHESTER AVENUE,8,C,22070,3000,40.8407603,-73.8428560
BK,11208,433 CLEVELAND STREET,9,C,1666,0,40.6741947,-73.8840830
BK,11206,20 CENTRAL AVENUE,9,C,1925,0,40.7022027,-73.9328312
MN,10029,EAST 109 STREET,9,C,3480,0,40.7919793,-73.9402416
BK,11209,429 89 STREET,7,X,10000,10000,40.6202021,-74.0281615
BK,11201,130 LIVINGSTON STREET,5,C,60638,500000,40.6904083,-73.9887711
QN,11692,360 BEACH 54 STREET,5,O,3000,3000,40.5945752,-73.7841992
BK,11212, DUMONT AVENUE,4,X,31809,195645,40.6651555,-73.9042302
QN,11430,154-68 BROOKVILLE BLVD,7,C,214378390,17095037,40.6479380,-73.7892771
BX,10453, CEDAR AVENUE,9,C,77000,0,40.8551212,-73.9173895
BX,10453, SEDGWICK AVENUE,9,C,27692,0,40.8584001,-73.9160840
BX,10467,3545 JEROME AVENUE,9,C,22251600,18445,40.8933076,-73.8847896
BX,10471,6200 BROADWAY,9,C,19850400,87000,40.8999926,-73.8922188
MN,10032,899 RIVERSIDE DRIVE,9,C,32175,0,40.8389005,-73.9461444
MN,10032,506 EDGECOMBE AVENUE,9,C,3293950,20054,40.8411172,-73.9336921
MN,10040, LAUREL HILL TERRACE,9,C,2237500,0,40.8549016,-73.9254690
MN,10034,WEST 214 STREET,11,C,1650,0,40.8716045,-73.9194119
MN,10034, BROADWAY,9,C,270000,0,40.8693068,-73.9188254
MN,10040, BROADWAY,9,C,76450,0,40.8557046,-73.9324123
BX,10469,1750 BURKE AVENUE,9,C,403650,6345,40.8736834,-73.8391695
SI,10309,590 SEGUINE AVENUE,9,C,928600,3980,40.5119327,-74.2030908
SI,10309,440 SEGUINE AVENUE,1,C,86465,3724,40.5145200,-74.1973911
SI,10309,91 TRENTON COURT,9,C,1494523,1600,40.5155233,-74.1997678
SI,10306,1 SCHEFFELIN AVENUE,7,C,325000,311000,40.5739019,-74.1658249
QN,11368,34-02 114 STREET,9,C,162100,0,40.7560270,-73.8549564
QN,11368,33-12 108 STREET,8,C,19700,25650,40.7572536,-73.8613498
BK,11206,104 MOORE STREET,9,C,2500,0,40.7036676,-73.9413162
